target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,protein_classes,tractability_tier,suggested_modality,is_druggable,sm_clinical,sm_ligand,sm_pocket,sm_druggable_family,ab_clinical,ab_surface,n_drugs,drug_stages
USP21,ENSG00000143258,driver_antagonize,Stim48hr,2.9226449,0.0,none,,,unknown,undetermined,False,,,,,,,,
USP22,ENSG00000124422,driver_antagonize,Stim48hr,3.1439393,0.0,none,,,unknown,undetermined,False,,,,,,,,
USP24,ENSG00000162402,driver_antagonize,Stim8hr,3.7463624,0.4246976865761765,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
USP28,ENSG00000048028,driver_antagonize,Stim8hr,2.8682463,0.0,none,,,unknown,undetermined,False,,,,,,,,
USP35,ENSG00000118369,driver_antagonize,Stim8hr,2.9027307,0.0,none,,,unknown,undetermined,False,,,,,,,,
USP42,ENSG00000106346,driver_antagonize,Stim48hr,2.8971586,0.6069599982951367,strong,,,unknown,undetermined,False,,,,,,,,
USP48,ENSG00000090686,brake_agonize,Stim48hr,3.412359,0.0,none,,,unknown,undetermined,False,,,,,,,,
UXS1,ENSG00000115652,driver_antagonize,Stim8hr,3.4904745,0.0,none,,,unknown,undetermined,False,,,,,,,,
VAMP1,ENSG00000139190,driver_antagonize,Stim48hr,4.1251626,0.0,none,,,unknown,undetermined,False,,,,,,,,
VAMP2,ENSG00000220205,driver_antagonize,Stim8hr,3.0407348,0.0,none,,,unknown,undetermined,False,,,,,,,,
VAT1,ENSG00000108828,driver_antagonize,Stim8hr,3.6734557,0.0,none,,,unknown,undetermined,False,,,,,,,,
VAV1,ENSG00000141968,driver_antagonize,Stim8hr,3.0835059,0.0,none,,,unknown,undetermined,False,,,,,,,,
VBP1,ENSG00000155959,driver_antagonize,Stim48hr,4.882141,0.0,none,,,unknown,undetermined,False,,,,,,,,
VCPKMT,ENSG00000100483,brake_agonize,Stim8hr,2.984678,0.0,none,,,unknown,undetermined,False,,,,,,,,
VEGFB,ENSG00000173511,driver_antagonize,Rest,3.4177096,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
VKORC1,ENSG00000167397,driver_antagonize,Stim48hr,4.300001,0.2658424790487845,moderate,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,False,True,False,True,7.0,APPROVAL;PHASE_3
VOPP1,ENSG00000154978,driver_antagonize,Stim48hr,3.1301873,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS13A,ENSG00000197969,brake_agonize,Stim48hr,2.96291,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS29,ENSG00000111237,driver_antagonize,Stim8hr,5.9440465,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS35,ENSG00000069329,driver_antagonize,Stim8hr,5.0112514,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS37B,ENSG00000139722,brake_agonize,Stim48hr,3.4447885,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS45,ENSG00000136631,brake_agonize,Stim48hr,3.3546908,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS4A,ENSG00000132612,brake_agonize,Stim48hr,3.0330112,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS8,ENSG00000156931,brake_agonize,Stim48hr,3.060488,0.0,none,,,unknown,undetermined,False,,,,,,,,
VPS9D1,ENSG00000075399,brake_agonize,Stim8hr,2.8353522,0.0,none,,,unknown,undetermined,False,,,,,,,,
VSIR,ENSG00000107738,driver_antagonize,Stim48hr,3.7865396,0.0,none,,,unknown,undetermined,False,,,,,,,,
WAPL,ENSG00000062650,driver_antagonize,Stim48hr,3.777145,0.5245774514427587,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
WAS,ENSG00000015285,driver_antagonize,Stim48hr,3.7653322,0.0,none,,,unknown,undetermined,False,,,,,,,,
WDR44,ENSG00000131725,driver_antagonize,Stim48hr,3.5487535,0.0,none,,,unknown,undetermined,False,,,,,,,,
WDR47,ENSG00000085433,driver_antagonize,Stim8hr,3.2126565,0.0,none,,,unknown,undetermined,False,,,,,,,,
WDR48,ENSG00000114742,driver_antagonize,Stim8hr,5.486397,0.0,none,,,unknown,undetermined,False,,,,,,,,
WDR53,ENSG00000185798,brake_agonize,Stim8hr,2.8121202,0.0,none,,,unknown,undetermined,False,,,,,,,,
WDR54,ENSG00000005448,driver_antagonize,Stim8hr,5.122253,0.0,none,,,unknown,undetermined,False,,,,,,,,
WDR89,ENSG00000140006,brake_agonize,Stim8hr,3.4046214,0.0,none,,,unknown,undetermined,False,,,,,,,,
WRN,ENSG00000165392,brake_agonize,Stim8hr,3.0218701,0.0,none,,,unknown,undetermined,False,,,,,,,,
WWC3,ENSG00000047644,driver_antagonize,Rest,3.327444,0.0,none,,,unknown,undetermined,False,,,,,,,,
WWP2,ENSG00000198373,driver_antagonize,Stim8hr,3.345689,0.0,none,,,unknown,undetermined,False,,,,,,,,
XCL1,ENSG00000143184,driver_antagonize,Rest,3.1770034,0.5547595211221888,strong,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
XPNPEP3,ENSG00000196236,driver_antagonize,Stim48hr,3.069179,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
XPO5,ENSG00000124571,driver_antagonize,Stim8hr,3.3531973,0.0,none,,,unknown,undetermined,False,,,,,,,,
XRRA1,ENSG00000166435,driver_antagonize,Stim8hr,3.7644668,0.0,none,,,unknown,undetermined,False,,,,,,,,
YAF2,ENSG00000015153,brake_agonize,Stim8hr,2.9311013,0.0,none,,,unknown,undetermined,False,,,,,,,,
YBEY,ENSG00000182362,driver_antagonize,Rest,3.1553354,0.0,none,,,unknown,undetermined,False,,,,,,,,
YBX3,ENSG00000060138,driver_antagonize,Stim8hr,3.8660705,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
YEATS2,ENSG00000163872,brake_agonize,Stim8hr,3.3866663,0.0,none,,,unknown,undetermined,False,,,,,,,,
YES1,ENSG00000176105,driver_antagonize,Stim48hr,4.4434714,0.581,strong,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,False,True,False,True,6.0,APPROVAL;PHASE_1;PHASE_2
YIPF3,ENSG00000137207,brake_agonize,Stim8hr,3.5863676,0.0,none,,,unknown,undetermined,False,,,,,,,,
YME1L1,ENSG00000136758,brake_agonize,Stim48hr,3.6709352,0.0,none,,,unknown,undetermined,False,,,,,,,,
YOD1,ENSG00000180667,driver_antagonize,Stim48hr,3.1402016,0.0,none,,,unknown,undetermined,False,,,,,,,,
YRDC,ENSG00000196449,brake_agonize,Stim8hr,4.302926,0.6426730570362829,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
YWHAH,ENSG00000128245,brake_agonize,Stim48hr,4.6681123,0.0,none,,,unknown,undetermined,False,,,,,,,,
YWHAQ,ENSG00000134308,driver_antagonize,Stim8hr,3.066267,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZBTB16,ENSG00000109906,brake_agonize,Rest,3.9968555,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZBTB17,ENSG00000116809,driver_antagonize,Stim48hr,3.3712773,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZBTB22,ENSG00000236104,driver_antagonize,Stim8hr,2.8208086,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZBTB34,ENSG00000177125,brake_agonize,Rest,6.651772,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
ZBTB38,ENSG00000177311,driver_antagonize,Stim8hr,3.193286,0.7775753919326382,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZBTB48,ENSG00000204859,driver_antagonize,Stim48hr,5.094951,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZBTB7A,ENSG00000178951,brake_agonize,Stim8hr,4.4466934,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZC3H10,ENSG00000135482,driver_antagonize,Stim48hr,3.233848,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZC3H12C,ENSG00000149289,driver_antagonize,Stim8hr,2.9766586,0.9188393061689184,strong,,,unknown,undetermined,False,,,,,,,,
ZCCHC3,ENSG00000247315,driver_antagonize,Stim8hr,2.9398894,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZDHHC16,ENSG00000171307,driver_antagonize,Stim48hr,3.925725,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZDHHC17,ENSG00000186908,brake_agonize,Rest,4.5722194,0.3227117196814206,moderate,,,sm_tractable,small molecule,True,False,True,True,False,False,True,0.0,
ZDHHC20,ENSG00000180776,brake_agonize,Stim8hr,2.8532424,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZFAND2B,ENSG00000158552,driver_antagonize,Rest,3.322689,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZFAND4,ENSG00000172671,driver_antagonize,Stim48hr,3.2906446,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZFP36L2,ENSG00000152518,brake_agonize,Stim8hr,3.730935,0.6213824618035709,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
ZFP62,ENSG00000196670,driver_antagonize,Stim8hr,3.4452927,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZFP69,ENSG00000187815,driver_antagonize,Stim8hr,2.9114716,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZFTA,ENSG00000188070,driver_antagonize,Stim48hr,4.37498,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZFYVE1,ENSG00000165861,brake_agonize,Rest,4.9788036,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZFYVE26,ENSG00000072121,driver_antagonize,Stim8hr,5.037205,0.5182265312682385,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
ZFYVE28,ENSG00000159733,driver_antagonize,Stim8hr,3.8353708,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZKSCAN1,ENSG00000106261,driver_antagonize,Stim8hr,4.928333,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZMPSTE24,ENSG00000084073,driver_antagonize,Stim8hr,3.7432375,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZMYM1,ENSG00000197056,driver_antagonize,Stim8hr,2.7950559,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNF100,ENSG00000197020,driver_antagonize,Stim48hr,3.0037835,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF101,ENSG00000181896,brake_agonize,Stim8hr,4.6224675,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF106,ENSG00000103994,driver_antagonize,Rest,4.7330604,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNF107,ENSG00000196247,brake_agonize,Stim8hr,3.8864398,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF136,ENSG00000196646,driver_antagonize,Stim48hr,3.000057,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF146,ENSG00000167635,brake_agonize,Stim48hr,3.9501185,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF165,ENSG00000197279,driver_antagonize,Stim8hr,3.8903134,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF17,ENSG00000186272,brake_agonize,Stim8hr,3.9234548,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF185,ENSG00000147394,brake_agonize,Stim48hr,3.240658,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNF195,ENSG00000005801,driver_antagonize,Stim48hr,3.828164,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF236,ENSG00000130856,brake_agonize,Stim8hr,4.8214498,0.359100452187985,moderate,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
ZNF254,ENSG00000213096,driver_antagonize,Rest,3.812916,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF266,ENSG00000174652,brake_agonize,Stim8hr,2.7965894,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF320,ENSG00000182986,driver_antagonize,Stim48hr,2.92042,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF322,ENSG00000181315,driver_antagonize,Rest,3.6737013,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF33A,ENSG00000189180,driver_antagonize,Rest,3.3884335,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF346,ENSG00000113761,driver_antagonize,Stim8hr,2.8917,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF367,ENSG00000165244,driver_antagonize,Stim48hr,3.0592272,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF382,ENSG00000161298,driver_antagonize,Stim8hr,4.907369,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF383,ENSG00000188283,driver_antagonize,Stim48hr,3.6095455,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF384,ENSG00000126746,driver_antagonize,Stim48hr,4.2561073,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF394,ENSG00000160908,driver_antagonize,Stim48hr,3.471969,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF398,ENSG00000197024,driver_antagonize,Stim48hr,3.06549,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF416,ENSG00000083817,brake_agonize,Rest,3.1839833,0.2658424790487845,moderate,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF420,ENSG00000197050,driver_antagonize,Rest,3.6359098,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF426,ENSG00000130818,driver_antagonize,Stim8hr,4.7583756,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF431,ENSG00000196705,driver_antagonize,Stim8hr,2.7248135,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF436,ENSG00000125945,brake_agonize,Stim48hr,3.4052548,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF438,ENSG00000183621,driver_antagonize,Stim8hr,3.714732,0.8059156255114207,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
ZNF44,ENSG00000197857,driver_antagonize,Rest,3.0766315,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF444,ENSG00000167685,driver_antagonize,Stim8hr,2.9376404,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF449,ENSG00000173275,brake_agonize,Stim8hr,4.4343467,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF48,ENSG00000180035,driver_antagonize,Stim8hr,2.8240554,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF486,ENSG00000256229,driver_antagonize,Stim8hr,2.939324,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF490,ENSG00000188033,driver_antagonize,Stim8hr,3.1254551,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF512,ENSG00000243943,driver_antagonize,Rest,3.1884537,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF517,ENSG00000197363,driver_antagonize,Stim8hr,3.5719447,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF518A,ENSG00000177853,driver_antagonize,Stim8hr,2.8044374,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF518B,ENSG00000178163,driver_antagonize,Stim8hr,2.908363,0.2817207703735118,moderate,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF527,ENSG00000189164,brake_agonize,Rest,4.5593243,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF530,ENSG00000183647,driver_antagonize,Stim8hr,4.589127,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF543,ENSG00000178229,driver_antagonize,Stim8hr,3.7406664,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF562,ENSG00000171466,driver_antagonize,Stim48hr,3.4737484,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF564,ENSG00000249709,driver_antagonize,Stim8hr,2.909486,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF567,ENSG00000189042,driver_antagonize,Stim8hr,3.3041725,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF576,ENSG00000124444,driver_antagonize,Stim48hr,4.4295344,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF581,ENSG00000171425,driver_antagonize,Stim48hr,3.0972567,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF587B,ENSG00000269343,driver_antagonize,Stim48hr,3.086111,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF589,ENSG00000164048,driver_antagonize,Stim8hr,2.7309709,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF622,ENSG00000173545,brake_agonize,Stim8hr,4.6983867,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNF625,ENSG00000257591,driver_antagonize,Stim48hr,3.002468,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF630,ENSG00000221994,brake_agonize,Rest,3.2939405,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF641,ENSG00000167528,driver_antagonize,Stim8hr,3.1523767,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF664,ENSG00000179195,driver_antagonize,Stim48hr,2.989074,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF684,ENSG00000117010,driver_antagonize,Stim8hr,3.4459956,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF688,ENSG00000229809,driver_antagonize,Stim8hr,4.039965,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF692,ENSG00000171163,driver_antagonize,Rest,3.9739244,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF7,ENSG00000147789,driver_antagonize,Stim8hr,2.9426873,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF700,ENSG00000196757,driver_antagonize,Stim8hr,3.996074,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF74,ENSG00000185252,driver_antagonize,Stim48hr,3.8693516,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF75A,ENSG00000162086,driver_antagonize,Stim8hr,3.172139,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF768,ENSG00000169957,driver_antagonize,Stim48hr,3.833538,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF771,ENSG00000179965,driver_antagonize,Stim48hr,2.9054132,0.2916256472580169,moderate,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF776,ENSG00000152443,brake_agonize,Stim8hr,3.3975186,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF783,ENSG00000204946,brake_agonize,Rest,3.2599962,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF789,ENSG00000198556,driver_antagonize,Stim8hr,3.8005362,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF790,ENSG00000197863,driver_antagonize,Stim8hr,2.78035,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNF839,ENSG00000022976,driver_antagonize,Rest,3.2020702,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNF92,ENSG00000146757,brake_agonize,Stim48hr,3.2954922,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZNFX1,ENSG00000124201,driver_antagonize,Stim48hr,3.621406,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNRD2,ENSG00000173465,driver_antagonize,Rest,3.150655,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNRF1,ENSG00000186187,brake_agonize,Stim48hr,4.2949514,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZNRF2,ENSG00000180233,brake_agonize,Rest,4.074999,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZRANB2,ENSG00000132485,brake_agonize,Stim8hr,2.7473867,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZRSR2,ENSG00000169249,brake_agonize,Stim8hr,3.0528424,0.0,none,,,unknown,undetermined,False,,,,,,,,
ZSCAN21,ENSG00000166529,driver_antagonize,Stim8hr,2.9309685,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
ZSCAN22,ENSG00000182318,driver_antagonize,Stim48hr,3.1592388,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
